Id,SalePrice
1461,122326.08
1462,160247.75
1463,178975.13
1464,182123.0
1465,197586.36
1466,189436.5
1467,177078.77
1468,178246.9
1469,180395.09
1470,114284.5
1471,190570.29
1472,100419.0
1473,88532.5
1474,150179.0
1475,134811.4
1476,424539.91
1477,258588.21
1478,320917.33
1479,297025.22
1480,453862.57
1481,328026.74
1482,209244.63
1483,174527.0
1484,157941.50666666665
1485,168112.63
1486,208488.5
1487,350357.12
1488,263476.8
1489,214387.58
1490,192857.02
1491,188682.85
1492,99946.0
1493,193014.85
1494,290585.53
1495,278171.04
1496,218883.83
1497,159626.05
1498,150672.49333333335
1499,150052.0
1500,155765.24
1501,173777.0
1502,148681.46666666667
1503,288324.28
1504,227756.65
1505,217039.26
1506,163101.0
1507,218396.33
1508,194739.18
1509,158993.75
1510,142108.37
1511,139618.37
1512,134568.866
1513,151948.5
1514,151742.6
1515,173147.9
1516,151519.12
1517,156001.5
1518,123290.89
1519,222648.54
1520,137360.0
1521,135373.5
1522,161669.5
1523,116599.06
1524,115764.74
1525,119007.5
1526,126126.0
1527,99513.8
1528,130754.75
1529,136835.12
1530,171329.0
1531,137733.5
1532,104951.3
1533,123381.0
1534,126646.0
1535,152247.18
1536,105223.45
1537,78658.5
1538,190873.97
1539,244813.55
1540,120647.14
1541,147880.4
1542,140976.97
1543,207694.09
1544,78100.8
1545,94215.11
1546,131998.0
1547,136319.0
1548,132855.5
1549,96017.55
1550,140196.37
1551,109561.6
1552,145955.74
1553,161684.07
1554,113082.48
1555,163219.01
1556,110967.0
1557,114169.25
1558,93063.11
1559,123542.74
1560,142472.0
1561,133273.05
1562,125462.0
1563,118463.99
1564,152637.21
1565,153982.0
1566,227083.45
1567,84197.0
1568,212493.95
1569,152443.24
1570,134719.25
1571,143408.17
1572,140147.12
1573,240288.29
1574,139901.6
1575,192004.01
1576,199224.0
1577,205335.0
1578,145236.87
1579,140685.0
1580,188397.8
1581,149654.5
1582,121369.0
1583,324964.69
1584,241247.9
1585,138686.6666666667
1586,74562.1
1587,115721.72
1588,148326.96
1589,107877.76
1590,134369.0
1591,114784.9
1592,125613.51
1593,111600.16
1594,168278.0
1595,154532.34
1596,223348.72
1597,172709.58
1598,196441.0
1599,179688.0
1600,187234.0
1601,53946.2
1602,110511.35
1603,96330.58
1604,268757.0
1605,239735.6
1606,175143.0
1607,191276.36
1608,209133.14
1609,198614.91
1610,163229.386
1611,157161.05
1612,168848.16100000002
1613,170072.5
1614,114749.77
1615,85830.0
1616,81891.0
1617,82126.0
1618,129341.0
1619,128791.0
1620,184597.55
1621,135282.16
1622,142548.346
1623,262254.67
1624,189301.4
1625,122214.08
1626,176963.0
1627,181685.0
1628,267714.22
1629,189878.5
1630,329949.35
1631,238635.73
1632,262898.8
1633,169813.27
1634,181828.0
1635,173888.29
1636,163604.96
1637,175566.0
1638,227772.59
1639,192025.55
1640,272735.66
1641,184920.34
1642,212440.67
1643,222933.0
1644,233422.76
1645,166172.37
1646,152184.0
1647,165649.76
1648,140224.33
1649,139522.43
1650,113687.5
1651,120555.08
1652,96455.0
1653,93616.0
1654,156126.5
1655,146478.3
1656,153017.5
1657,154767.21
1658,150631.87
1659,133160.2
1660,148725.5
1661,434272.4
1662,408269.95
1663,373427.07
1664,436963.49
1665,328896.61
1666,284895.01
1667,360230.42
1668,339275.57
1669,281096.5
1670,349392.49
1671,269963.32
1672,466228.92
1673,307772.69
1674,259029.27
1675,188255.17
1676,189303.6
1677,211105.85
1678,440290.93
1679,356419.46
1680,347904.17
1681,280303.56
1682,275422.49
1683,177828.24
1684,172677.66
1685,172312.27
1686,166346.26
1687,168543.77
1688,190353.4
1689,190068.5
1690,177949.4
1691,169780.0
1692,253442.36
1693,167576.8
1694,180146.22
1695,173399.9
1696,286206.11
1697,173584.55
1698,336740.67
1699,324694.57
1700,239053.17
1701,271818.9
1702,284804.26
